CA,32
CA,96019
CA,48350
CA,41076
CA,65714
CA,55413
CA,45830
CA,64015
CA,84118
CA,80501
CA,29631
CA,29414
CA,73701
CA,29631
CA,23060
CA,47421
CA,31089
CA,24059
CA,83686
CA,90278
CA,32832
CA,20744
CA,20001
CA,89044
CA,2121
CA,85281
CA,59101
CA,44103
CA,98023
CA,45415
CA,38201
CA,84660
CA,93722
CA,7740
CA,92374
CA,94306
CA,89142
CA,55318
CA,78212
CA,55318
CA,15017
CA,11209
CA,39402
CA,8094
CA,2744
CA,80026
CA,95670
CA,30168
CA,32835
CA,22602
CA,78240
CA,17972
CA,92346
CA,44146
CA,83706
CA,60083
CA,23084
CA,34653
CA,43311
CA,43040
CA,49348
CA,27260
CA,34212
CA,60640
CA,95694
CA,94533
CA,30062
CA,52501
CA,98059
CA,86402
CA,10952
CA,23606
CA,82070
CA,28152
CA,42240
CA,97223
CA,97233
CA,30458
CA,80129
CA,27514
CA,76651
CA,27514
CA,75672
CA,3301
CA,76013
CA,21223
CA,40165
CA,91406
CA,44334
CA,73528
CA,1507
CA,10036
CA,79549
CA,79936
CA,12563
CA,68128
CA,30046
CA,36037
CA,11780
CA,97266
CA,77083
CA,22193
CA,28539
CA,90810
CA,48307
CA,80260
CA,14622
CA,30620
CA,36330
CA,92056
CA,94043
CA,76522
CA,97527
CA,61554
CA,77583
CA,43701
CA,24588
CA,84660
CA,17057
CA,30120
CA,46992
CA,64801
CA,37015
CA,37914
CA,94014
CA,15001
CA,80113
CA,11968
CA,19132
CA,20121
CA,74033
CA,87031
CA,49721
CA,11364
CA,62711
CA,15212
CA,73118
CA,14612
CA,31757
CA,43558
CA,44256
CA,75605
CA,62650
CA,85302
CA,33965
CA,99508
CA,61728
CA,98499
CA,48348
CA,78218
CA,75972
CA,41015
CA,6105
CA,33016
CA,36608
CA,84041
CA,64138
CA,38473
CA,25976
CA,74859
CA,8055
CA,90254
CA,20910
CA,62052
CA,95127
CA,23824
CA,74023
CA,85710
CA,3301
CA,21144
CA,23321
CA,61201
CA,76148
CA,28801
CA,91762
CA,23015
CA,34637
CA,70884
CA,48505
CA,30045
CA,97215
CA,7738
CA,40213
CA,82007
CA,29571
CA,30115
CA,8087
CA,32034
CA,35115
CA,91709
CA,41011
CA,77054
CA,53144
CA,83642
CA,75216
CA,49120
CA,30093
CA,45503
CA,54981
CA,87105
CA,52405
CA,53186
CA,85388
CA,92211
CA,43017
CA,92211
CA,92211
CA,21221
CA,87020
CA,34715
CA,38930
CA,76247
CA,89052
CA,72143
CA,35010
CA,92310
CA,83347
CA,98902
CA,37312
CA,28610
CA,58401
CA,90064
CA,11518
CA,74114
CA,92101
CA,23452
CA,90250
CA,32207
CA,29609
CA,4268
CA,32821
CA,37660
CA,91737
CA,7920
CA,78503
CA,17109
CA,60440
CA,30277
CA,52801
CA,52722
CA,52722
CA,72762
CA,29063
CA,98271
CA,7836
CA,92617
CA,74136
CA,29730
CA,19516
CA,33146
CA,77345
CA,95409
CA,67005
CA,19083
CA,76131
CA,23228
CA,10469
CA,65236
CA,77389
CA,76431
CA,52001
CA,97212
CA,39740
CA,48130
CA,12110
CA,66002
CA,77375
CA,44240
CA,47712
CA,2035
CA,30017
CA,13492
CA,7005
CA,85353
CA,30089
CA,87111
CA,96019
CA,77041
CA,4605
CA,88203
CA,40215
CA,5155
CA,45764
CA,18603
CA,7055
CA,11554
CA,77489
CA,33801
CA,32114
CA,29003
CA,97267
CA,11411
CA,46804
CA,47025
CA,92399
CA,30038
CA,12180
CA,2302
CA,27107
CA,15501
CA,25304
CA,85326
CA,7960
CA,33186
CA,32308
CA,30820
CA,53188
CA,32114
CA,59101
CA,98642
CA,71913
CA,32904
CA,80907
CA,60625
CA,92352
CA,58703
CA,48309
CA,14020
CA,80540
CA,46123
CA,23701
CA,92587
CA,37062
CA,92805
CA,99694
CA,84404
CA,93550
CA,47438
CA,63052
CA,88001
CA,29554
CA,92284
CA,48188
CA,36526
CA,53228
CA,64082
CA,60625
CA,22554
CA,44312
CA,89123
CA,60202
CA,76262
CA,76262
CA,30680
CA,96732
CA,93701
CA,78336
CA,48081
CA,35226
CA,45831
CA,15202
CA,30534
CA,40353
CA,43125
CA,40160
CA,77591
CA,33618
CA,55395
CA,32776
CA,75002
CA,7456
CA,98107
CA,75002
CA,56069
CA,97301
CA,46733
CA,23434
CA,45872
CA,92591
CA,85140
CA,33314
CA,59427
CA,50595
CA,53929
CA,26062
CA,32765
CA,89147
CA,13203
CA,75604
CA,45102
CA,85212
CA,54455
CA,97003
CA,48185
CA,15009
CA,2535
CA,55411
CA,79936
CA,83713
CA,33012
CA,69301
CA,37027
CA,80916
CA,27527
CA,72394
CA,93312
CA,33014
CA,99217
CA,72455
CA,22031
CA,93654
CA,27587
CA,96720
CA,94533
CA,16365
CA,90805
CA,6070
CA,6700
CA,32446
CA,7430
CA,37043
CA,60586
CA,80910
CA,46782
CA,32909
CA,37923
CA,37923
CA,63801
CA,46835
CA,10452
CA,10452
CA,37923
CA,10452
CA,10452
CA,74869
CA,11747
CA,47304
CA,61705
CA,47304
CA,61705
CA,47304
CA,74869
CA,99205
CA,68527
CA,38120
CA,48442
CA,17603
CA,75482
CA,93722
CA,98610
CA,33186
CA,35115
CA,20724
CA,15003
CA,46304
CA,75803
CA,95361
CA,47620
CA,22043
CA,33334
CA,11233
CA,98391
CA,70815
CA,78121
CA,84058
CA,33702
CA,10029
CA,2886
CA,10304
CA,99201
CA,98502
CA,30135
CA,93230
CA,7513
CA,43103
CA,76801
CA,75757
CA,95476
CA,67501
CA,59892
CA,21228
CA,98837
CA,7208
CA,46203
CA,33319
CA,67654
CA,89032
CA,7206
CA,2149
CA,18072
CA,4224
CA,92354
CA,37779
CA,38261
CA,74464
CA,28001
CA,85711
CA,60626
CA,65201
CA,16156
CA,93063
CA,23502
CA,45245
CA,11213
CA,11510
CA,38109
CA,72143
CA,33064
CA,36752
CA,60469
CA,98036
CA,36107
CA,17921
CA,41017
CA,41017
CA,89052
CA,29681
CA,49802
CA,59808
CA,84003
CA,28546
CA,80927
CA,76028
CA,71202
CA,56307
CA,57042
CA,33914
CA,85306
CA,98275
CA,43344
CA,97304
CA,36116
CA,39345
CA,96734
CA,33547
CA,13603
CA,33981
CA,95209
CA,30228
CA,53719
CA,44138
CA,30223
CA,96734
CA,34787
CA,926
CA,98107
CA,60189
CA,41139
CA,71260
CA,32720
CA,51027
CA,66075
CA,37040
CA,87124
CA,33579
CA,32837
CA,11411
CA,80915
CA,35210
CA,32825
CA,76065
CA,89130
CA,95204
CA,17112
CA,77494
CA,33543
CA,85031
CA,97230
CA,61856
CA,58504
CA,19125
CA,53205
CA,20109
CA,46750
CA,76710
CA,97220
CA,73012
CA,92252
CA,65109
CA,44139
CA,78217
CA,78735
CA,57028
CA,3849
CA,77494
CA,76401
CA,79119
CA,31522
CA,46360
CA,75028
CA,27888
CA,76649
CA,32833
CA,10923
CA,7869
CA,91505
CA,91107
CA,99835
CA,52803
CA,48127
CA,33803
CA,31730
CA,75217
CA,28752
CA,49505
CA,37660
CA,84721
CA,80033
CA,16681
CA,71251
CA,89408
CA,46205
CA,95206
CA,93308
CA,76078
CA,49507
CA,30120
CA,41171
CA,15234
CA,75039
CA,33055
CA,93291
CA,32904
CA,24016
CA,7882
CA,15057
CA,42366
CA,20010
CA,32164
CA,12144
CA,37072
CA,1960
CA,7023
CA,14568
CA,72956
CA,55805
CA,36482
CA,59102
CA,23454
CA,44060
CA,8340
CA,85705
CA,63121
CA,48103
CA,34442
CA,8536
CA,33135
CA,26062
CA,63367
CA,15241
CA,80005
CA,46342
CA,94518
CA,85283
CA,78665
CA,2368
CA,60657
CA,12010
CA,78744
CA,78717
CA,96080
CA,80207
CA,91505
CA,92338
CA,20785
CA,92660
CA,21204
CA,32570
CA,19025
CA,50461
CA,41071
CA,67501
CA,75069
CA,1701
CA,27522
CA,78006
CA,28115
CA,94102
CA,40444
CA,7726
CA,30024
CA,48623
CA,94607
CA,44094
CA,33145
CA,10543
CA,39272
CA,98059
CA,17501
CA,73018
CA,37849
CA,93221
CA,60626
CA,46229
CA,96706
CA,17801
CA,44118
CA,29505
CA,72758
CA,85382
CA,70119
CA,76670
CA,11355
CA,85710
CA,81503
CA,98802
CA,57201
CA,93230
CA,44411
CA,40383
CA,92009
CA,23666
CA,49544
CA,23666
CA,23666
CA,21146
CA,73717
CA,76001
CA,62035
CA,77494
CA,55906
CA,30677
CA,27606
CA,15301
CA,48640
CA,24431
CA,72205
CA,11216
CA,77351
CA,59901
CA,59027
CA,2907
CA,56096
CA,67423
CA,84101
CA,44081
CA,80022
CA,84065
CA,48176
CA,43316
CA,20019
CA,32955
CA,75904
CA,74426
CA,23451
CA,37043
CA,73099
CA,85730
CA,56501
CA,4265
CA,31768
CA,30143
CA,90048
CA,89142
CA,60438
CA,44102
CA,30114
CA,63114
CA,14519
CA,21774
CA,4055
CA,92704
CA,34951
CA,12054
CA,21093
CA,37064
CA,19711
CA,6820
CA,29945
CA,37412
CA,46112
CA,30101
CA,98930
CA,95112
CA,40444
CA,94587
CA,55301
CA,44236
CA,2119
CA,76203
CA,20111
CA,96766
CA,27205
CA,99301
CA,11764
CA,99353
CA,44310
CA,60657
CA,55901
CA,48415
CA,34436
CA,3054
CA,20111
CA,20111
CA,28409
CA,96746
CA,37604
CA,34488
CA,32643
CA,97006
CA,39704
CA,30213
CA,99926
CA,85152
CA,32824
CA,34945
CA,48348
CA,79119
CA,29710
CA,49685
CA,47001
CA,90036
CA,14568
CA,40744
CA,28658
CA,80620
CA,53012
CA,54659
CA,17070
CA,96782
CA,62002
CA,85379
CA,47711
CA,14004
CA,80022
CA,15085
CA,3766
CA,98466
CA,90706
CA,28078
CA,38901
CA,11789
CA,17857
CA,63368
CA,58854
CA,49801
CA,50009
CA,80210
CA,64863
CA,98092
CA,6770
CA,63139
CA,6067
CA,6479
CA,62703
CA,12866
CA,32164
CA,31088
CA,64468
CA,31326
CA,23831
CA,78729
CA,23669
CA,30501
CA,92024
CA,95382
CA,11368
CA,30047
CA,60471
CA,91711
CA,35147
CA,89434
CA,28144
CA,80023
CA,24112
CA,99216
CA,8759
CA,73170
CA,42303
CA,77083
CA,58103
CA,76904
CA,91436
CA,77450
CA,30223
CA,77573
CA,29817
CA,84606
CA,57701
CA,48192
CA,35578
CA,12209
CA,70115
CA,99006
CA,89508
CA,11933
CA,44512
CA,90717
CA,45014
CA,95476
CA,13209
CA,38116
CA,76210
CA,36867
CA,28504
CA,36894
CA,34293
CA,49738
CA,60726
CA,15701
CA,98374
CA,10023
CA,75418
CA,22314
CA,24740
CA,66103
CA,90044
CA,34667
CA,49424
CA,42431
CA,92552
CA,73169
CA,30707
CA,75457
CA,28387
CA,98225
CA,27606
CA,80831
CA,42240
CA,77706
CA,30707
CA,60656
CA,18707
CA,80237
CA,34232
CA,30338
CA,64064
CA,57025
CA,60480
CA,40204
CA,34787
CA,20871
CA,66762
CA,8759
CA,30228
CA,98642
CA,60647
CA,37013
CA,15147
CA,28351
CA,11550
CA,80601
CA,98331
CA,3155705589
CA,97333
CA,17870
CA,43431
CA,15314
CA,35749
CA,20723
CA,92129
CA,33919
CA,13153
CA,62236
CA,97209
CA,72454
CA,8205
CA,32256
CA,49240
CA,64068
CA,6010
CA,92835
CA,35243
CA,98370
CA,94523
CA,59808
CA,16037
CA,85712
CA,60061
CA,11226
CA,10003
CA,92562
CA,50619
CA,62025
CA,59802
CA,92879
CA,33417
CA,54166
CA,46124
CA,19530
CA,75621
CA,33314
CA,84631
CA,70458
CA,91786
CA,7093
CA,65201
CA,48329
CA,95316
CA,91342
CA,91020
CA,60621
CA,80031
CA,38732
CA,19802
CA,62864
CA,95206
CA,53213
CA,64055
CA,3878
CA,22554
CA,37221
CA,60103
CA,60613
CA,50207
CA,84043
CA,7060
CA,79847
CA,18045
CA,27019
CA,19146
CA,19096
CA,91007
CA,91007
CA,60506
CA,90024
CA,32771
CA,28445
CA,77845
CA,37920
CA,33473
CA,30260
CA,54729
CA,91007
CA,33473
CA,46614
